Neighborhood,Race,ContactMonth,Admission,ED,Encounters
Springfield Township,Black,2021-12-01,3,5,8
Springfield Township,Black,2022-01-01,1,2,3
Springfield Township,Black,2022-02-01,0,4,4
Springfield Township,Black,2022-03-01,1,5,6
Springfield Township,Black,2022-04-01,2,0,2
Springfield Township,Black,2022-05-01,3,3,6
Springfield Township,Black,2022-06-01,0,2,2
Springfield Township,Black,2022-07-01,2,2,4
Springfield Township,Black,2022-08-01,3,6,9
Springfield Township,Black,2022-09-01,4,4,8
Springfield Township,Black,2022-10-01,2,7,9
Springfield Township,Black,2022-11-01,0,3,3
Springfield Township,Black,2022-12-01,4,2,6
Springfield Township,Black,2023-01-01,0,5,5
Springfield Township,Black,2023-02-01,2,1,3
Springfield Township,Black,2023-03-01,1,3,4
Springfield Township,Black,2023-04-01,0,2,2
Springfield Township,Black,2023-05-01,1,0,1
Springfield Township,Black,2023-06-01,1,0,1
Springfield Township,Black,2023-07-01,0,2,2
Springfield Township,Black,2023-08-01,5,1,6
Springfield Township,Black,2023-09-01,2,10,12
Springfield Township,Black,2023-10-01,2,5,7
Springfield Township,Black,2023-11-01,3,8,11
Springfield Township,Black,2023-12-01,2,1,3
Springfield Township,Black,2024-01-01,0,1,1
Springfield Township,Black,2024-02-01,1,0,1
Springfield Township,Black,2024-03-01,2,2,4
Springfield Township,Black,2024-04-01,1,6,7
Springfield Township,Black,2024-05-01,2,5,7
Springfield Township,Black,2024-06-01,1,0,1
Springfield Township,Other race,2019-01-01,1,1,2
Springfield Township,Other race,2019-02-01,1,0,1
Springfield Township,Other race,2019-03-01,1,0,1
Springfield Township,Other race,2019-05-01,0,1,1
Springfield Township,Other race,2019-09-01,0,2,2
Springfield Township,Other race,2019-12-01,3,0,3
Springfield Township,Other race,2020-01-01,0,1,1
Springfield Township,Other race,2020-02-01,0,1,1
Springfield Township,Other race,2020-03-01,0,2,2
Springfield Township,Other race,2020-07-01,0,1,1
Springfield Township,Other race,2020-10-01,0,1,1
Springfield Township,Other race,2020-11-01,0,1,1
Springfield Township,Other race,2021-05-01,0,1,1
Springfield Township,Other race,2021-06-01,1,0,1
Springfield Township,Other race,2021-07-01,1,0,1
Springfield Township,Other race,2021-09-01,1,0,1
Springfield Township,Other race,2021-10-01,0,2,2
Springfield Township,Other race,2021-11-01,1,0,1
Springfield Township,Other race,2021-12-01,0,1,1
Springfield Township,Other race,2022-02-01,1,1,2
Springfield Township,Other race,2022-03-01,1,0,1
Springfield Township,Other race,2022-05-01,1,0,1
Springfield Township,Other race,2022-06-01,1,0,1
Springfield Township,Other race,2022-08-01,2,0,2
Springfield Township,Other race,2022-09-01,1,0,1
Springfield Township,Other race,2022-11-01,1,2,3
Springfield Township,Other race,2023-01-01,1,0,1
Springfield Township,Other race,2023-02-01,0,1,1
Springfield Township,Other race,2023-05-01,2,1,3
Springfield Township,Other race,2023-09-01,0,2,2
Springfield Township,Other race,2023-10-01,1,1,2
Springfield Township,Other race,2023-12-01,0,1,1
Springfield Township,Other race,2024-01-01,1,0,1
Springfield Township,Other race,2024-05-01,0,1,1
Springfield Township,Other race,2024-07-01,1,0,1
Springfield Township,NA,2021-08-01,1,0,1
Springfield Township,NA,2022-12-01,0,1,1
St. Bernard,Black,2019-05-01,0,1,1
St. Bernard,Black,2019-10-01,0,1,1
St. Bernard,Black,2020-02-01,0,1,1
St. Bernard,Black,2020-03-01,1,0,1
St. Bernard,Black,2020-08-01,1,0,1
St. Bernard,Black,2020-09-01,1,0,1
St. Bernard,Black,2020-10-01,1,0,1
St. Bernard,Black,2021-01-01,0,1,1
St. Bernard,Black,2021-04-01,0,1,1
St. Bernard,Black,2021-07-01,0,2,2
St. Bernard,Black,2021-08-01,1,0,1
St. Bernard,Black,2021-09-01,0,1,1
St. Bernard,Black,2022-05-01,1,0,1
St. Bernard,Black,2022-06-01,0,1,1
St. Bernard,Black,2023-02-01,0,1,1
St. Bernard,Black,2023-04-01,1,0,1
St. Bernard,Black,2023-09-01,0,1,1
St. Bernard,Black,2023-12-01,0,1,1
St. Bernard,Black,2024-03-01,0,1,1
St. Bernard,Other race,2019-10-01,0,1,1
St. Bernard,Other race,2020-11-01,1,0,1
St. Bernard,Other race,2021-11-01,0,1,1
St. Bernard,Other race,2021-12-01,0,1,1
St. Bernard,Other race,2022-08-01,1,0,1
St. Bernard,Other race,2022-12-01,0,1,1
Sycamore Township,Black,2019-08-01,1,0,1
Sycamore Township,Black,2019-09-01,0,1,1
Sycamore Township,Black,2019-12-01,1,0,1
Sycamore Township,Black,2020-06-01,1,0,1
Sycamore Township,Black,2020-10-01,0,1,1
Sycamore Township,Black,2021-07-01,0,1,1
Sycamore Township,Black,2021-10-01,0,1,1
Sycamore Township,Black,2022-05-01,1,0,1
Sycamore Township,Black,2022-07-01,1,0,1
Sycamore Township,Black,2022-11-01,0,1,1
Sycamore Township,Black,2022-12-01,0,1,1
Sycamore Township,Black,2023-02-01,0,1,1
Sycamore Township,Black,2023-06-01,1,0,1
Sycamore Township,Black,2023-11-01,0,1,1
Sycamore Township,Black,2024-02-01,0,1,1
Sycamore Township,Black,2024-04-01,1,0,1
Sycamore Township,Black,2024-05-01,0,1,1
Sycamore Township,Other race,2019-01-01,0,1,1
Sycamore Township,Other race,2019-04-01,0,1,1
Sycamore Township,Other race,2019-06-01,0,1,1
Sycamore Township,Other race,2019-07-01,0,1,1
Sycamore Township,Other race,2019-08-01,2,0,2
Sycamore Township,Other race,2019-09-01,1,0,1
Sycamore Township,Other race,2019-10-01,0,1,1
Sycamore Township,Other race,2019-11-01,2,0,2
Sycamore Township,Other race,2020-01-01,0,1,1
Sycamore Township,Other race,2020-02-01,1,0,1
Sycamore Township,Other race,2020-03-01,0,1,1
Sycamore Township,Other race,2020-04-01,1,0,1
Sycamore Township,Other race,2021-07-01,0,1,1
Sycamore Township,Other race,2021-08-01,1,0,1
Sycamore Township,Other race,2021-10-01,0,2,2
Sycamore Township,Other race,2021-11-01,1,0,1
Sycamore Township,Other race,2021-12-01,1,0,1
Sycamore Township,Other race,2022-02-01,0,1,1
Sycamore Township,Other race,2022-03-01,1,2,3
Sycamore Township,Other race,2022-08-01,1,0,1
Sycamore Township,Other race,2022-09-01,0,1,1
Sycamore Township,Other race,2022-10-01,0,2,2
Sycamore Township,Other race,2022-11-01,2,0,2
Sycamore Township,Other race,2023-01-01,0,1,1
Sycamore Township,Other race,2023-03-01,1,0,1
Sycamore Township,Other race,2023-05-01,0,2,2
Sycamore Township,Other race,2023-07-01,0,1,1
Sycamore Township,Other race,2023-09-01,1,0,1
Sycamore Township,Other race,2024-03-01,2,0,2
Sycamore Township,Other race,2024-04-01,0,3,3
Sycamore Township,Other race,2024-05-01,1,0,1
Symmes Township,Black,2019-04-01,1,0,1
Symmes Township,Black,2020-03-01,0,1,1
Symmes Township,Black,2020-09-01,0,1,1
Symmes Township,Black,2022-04-01,1,0,1
Symmes Township,Black,2022-10-01,0,2,2
Symmes Township,Black,2024-01-01,0,2,2
Symmes Township,Black,2024-04-01,1,0,1
Symmes Township,Other race,2019-09-01,0,3,3
Symmes Township,Other race,2020-10-01,0,1,1
Symmes Township,Other race,2021-04-01,1,0,1
Symmes Township,Other race,2021-05-01,1,0,1
Symmes Township,Other race,2022-01-01,1,0,1
Symmes Township,Other race,2022-08-01,1,0,1
Symmes Township,Other race,2022-09-01,0,1,1
Symmes Township,Other race,2022-10-01,0,1,1
Symmes Township,Other race,2022-11-01,0,1,1
Symmes Township,Other race,2023-02-01,0,1,1
Symmes Township,Other race,2023-05-01,0,1,1
Terrace Park,Other race,2019-06-01,1,0,1
Terrace Park,Other race,2020-02-01,0,1,1
Terrace Park,Other race,2024-04-01,0,1,1
Walnut Hills,Black,2019-01-01,1,0,1
Walnut Hills,Black,2019-02-01,1,3,4
Walnut Hills,Black,2019-03-01,0,2,2
Walnut Hills,Black,2019-04-01,1,0,1
Walnut Hills,Black,2019-05-01,0,2,2
Walnut Hills,Black,2019-08-01,1,0,1
Walnut Hills,Black,2019-10-01,0,3,3
Walnut Hills,Black,2019-12-01,0,3,3
Walnut Hills,Black,2020-02-01,0,4,4
Walnut Hills,Black,2020-03-01,1,0,1
Walnut Hills,Black,2020-07-01,0,1,1
Walnut Hills,Black,2020-10-01,0,1,1
Walnut Hills,Black,2020-11-01,0,1,1
Walnut Hills,Black,2021-02-01,0,1,1
Walnut Hills,Black,2021-04-01,0,1,1
Walnut Hills,Black,2021-05-01,0,1,1
Walnut Hills,Black,2021-06-01,0,1,1
Walnut Hills,Black,2021-07-01,1,0,1
Walnut Hills,Black,2021-08-01,3,1,4
Walnut Hills,Black,2021-09-01,1,2,3
Walnut Hills,Black,2021-10-01,0,1,1
Walnut Hills,Black,2021-11-01,0,1,1
Walnut Hills,Black,2021-12-01,2,0,2
Walnut Hills,Black,2022-03-01,0,1,1
Walnut Hills,Black,2022-05-01,2,0,2
Walnut Hills,Black,2022-06-01,0,1,1
Walnut Hills,Black,2022-09-01,0,2,2
Walnut Hills,Black,2022-10-01,1,3,4
Walnut Hills,Black,2022-11-01,0,2,2
Walnut Hills,Black,2023-02-01,0,1,1
Walnut Hills,Black,2023-05-01,1,1,2
Walnut Hills,Black,2023-09-01,0,2,2
Walnut Hills,Black,2023-10-01,2,1,3
Walnut Hills,Black,2023-11-01,1,0,1
Walnut Hills,Black,2023-12-01,0,1,1
Walnut Hills,Black,2024-01-01,0,1,1
Walnut Hills,Black,2024-02-01,0,1,1
Walnut Hills,Black,2024-03-01,0,2,2
Walnut Hills,Black,2024-04-01,1,1,2
Walnut Hills,Black,2024-05-01,0,1,1
Walnut Hills,Black,2024-07-01,0,1,1
Walnut Hills,Other race,2019-04-01,1,0,1
Walnut Hills,Other race,2021-09-01,1,0,1
Walnut Hills,Other race,2024-05-01,1,0,1
Walnut Hills,NA,2019-05-01,0,1,1
West End,Black,2019-01-01,0,2,2
West End,Black,2019-03-01,1,0,1
West End,Black,2019-04-01,1,1,2
West End,Black,2019-05-01,2,3,5
West End,Black,2019-06-01,2,5,7
West End,Black,2019-07-01,0,2,2
West End,Black,2019-08-01,1,2,3
West End,Black,2019-09-01,0,2,2
West End,Black,2019-10-01,0,7,7
West End,Black,2019-11-01,0,4,4
West End,Black,2019-12-01,3,4,7
West End,Black,2020-01-01,0,6,6
West End,Black,2020-02-01,3,1,4
West End,Black,2020-03-01,2,8,10
West End,Black,2020-05-01,1,0,1
West End,Black,2020-06-01,0,1,1
West End,Black,2020-08-01,2,0,2
West End,Black,2020-09-01,0,4,4
West End,Black,2020-10-01,2,1,3
West End,Black,2020-11-01,1,1,2
West End,Black,2020-12-01,0,1,1
West End,Black,2021-01-01,1,2,3
West End,Black,2021-02-01,1,1,2
West End,Black,2021-03-01,0,2,2
West End,Black,2021-04-01,0,2,2
West End,Black,2021-05-01,1,5,6
West End,Black,2021-06-01,2,3,5
West End,Black,2021-07-01,2,2,4
West End,Black,2021-08-01,1,3,4
West End,Black,2021-09-01,1,7,8
West End,Black,2021-10-01,4,4,8
West End,Black,2021-11-01,2,2,4
West End,Black,2021-12-01,0,2,2
West End,Black,2022-02-01,2,2,4
West End,Black,2022-03-01,2,3,5
West End,Black,2022-04-01,0,3,3
West End,Black,2022-05-01,3,2,5
West End,Black,2022-06-01,1,1,2
West End,Black,2022-07-01,1,0,1
West End,Black,2022-08-01,2,2,4
West End,Black,2022-09-01,4,4,8
West End,Black,2022-10-01,5,5,10
West End,Black,2022-11-01,5,3,8
West End,Black,2022-12-01,2,0,2
West End,Black,2023-02-01,1,1,2
West End,Black,2023-03-01,0,3,3
West End,Black,2023-04-01,0,1,1
West End,Black,2023-05-01,2,2,4
West End,Black,2023-06-01,1,1,2
West End,Black,2023-07-01,2,0,2
West End,Black,2023-08-01,1,3,4
West End,Black,2023-09-01,3,0,3
West End,Black,2023-10-01,1,2,3
West End,Black,2023-11-01,0,3,3
West End,Black,2023-12-01,1,2,3
West End,Black,2024-01-01,1,2,3
West End,Black,2024-02-01,0,1,1
West End,Black,2024-03-01,1,2,3
West End,Black,2024-04-01,1,0,1
West End,Black,2024-05-01,0,1,1
West End,Black,2024-06-01,0,1,1
West End,Other race,2022-01-01,0,1,1
West End,Other race,2022-05-01,1,0,1
West End,Other race,2022-08-01,1,0,1
West End,Other race,2023-09-01,0,1,1
West Price Hill,Black,2019-01-01,1,1,2
West Price Hill,Black,2019-02-01,0,1,1
West Price Hill,Black,2019-04-01,0,1,1
West Price Hill,Black,2019-05-01,0,2,2
West Price Hill,Black,2019-06-01,1,0,1
West Price Hill,Black,2019-07-01,1,1,2
West Price Hill,Black,2019-08-01,1,1,2
West Price Hill,Black,2019-09-01,1,3,4
West Price Hill,Black,2019-10-01,1,1,2
West Price Hill,Black,2019-11-01,2,3,5
West Price Hill,Black,2019-12-01,3,2,5
West Price Hill,Black,2020-02-01,1,3,4
West Price Hill,Black,2020-05-01,1,0,1
West Price Hill,Black,2020-06-01,0,2,2
West Price Hill,Black,2020-07-01,1,0,1
West Price Hill,Black,2020-09-01,1,3,4
West Price Hill,Black,2020-11-01,1,0,1
West Price Hill,Black,2020-12-01,1,1,2
West Price Hill,Black,2021-01-01,1,0,1
West Price Hill,Black,2021-03-01,0,1,1
West Price Hill,Black,2021-04-01,1,0,1
West Price Hill,Black,2021-05-01,1,0,1
West Price Hill,Black,2021-06-01,1,2,3
West Price Hill,Black,2021-07-01,0,1,1
West Price Hill,Black,2021-08-01,1,2,3
West Price Hill,Black,2021-09-01,0,1,1
West Price Hill,Black,2021-10-01,0,2,2
West Price Hill,Black,2021-11-01,1,1,2
West Price Hill,Black,2021-12-01,0,1,1
West Price Hill,Black,2022-01-01,2,0,2
West Price Hill,Black,2022-02-01,1,2,3
West Price Hill,Black,2022-03-01,1,1,2
West Price Hill,Black,2022-04-01,0,1,1
West Price Hill,Black,2022-05-01,0,1,1
West Price Hill,Black,2022-07-01,0,2,2
West Price Hill,Black,2022-08-01,2,0,2
West Price Hill,Black,2022-09-01,0,1,1
West Price Hill,Black,2022-10-01,0,1,1
West Price Hill,Black,2022-11-01,0,1,1
West Price Hill,Black,2022-12-01,1,2,3
West Price Hill,Black,2023-01-01,1,1,2
West Price Hill,Black,2023-04-01,1,1,2
West Price Hill,Black,2023-05-01,0,2,2
West Price Hill,Black,2023-06-01,0,1,1
West Price Hill,Black,2023-07-01,0,1,1
West Price Hill,Black,2023-08-01,0,2,2
West Price Hill,Black,2023-09-01,0,1,1
West Price Hill,Black,2023-10-01,0,1,1
West Price Hill,Black,2023-12-01,0,1,1
West Price Hill,Black,2024-01-01,0,1,1
West Price Hill,Black,2024-02-01,0,2,2
West Price Hill,Black,2024-03-01,1,0,1
West Price Hill,Black,2024-04-01,2,0,2
West Price Hill,Black,2024-05-01,0,3,3
West Price Hill,Other race,2019-01-01,0,1,1
West Price Hill,Other race,2019-05-01,0,2,2
West Price Hill,Other race,2019-07-01,1,1,2
West Price Hill,Other race,2019-09-01,0,1,1
West Price Hill,Other race,2019-11-01,1,1,2
West Price Hill,Other race,2019-12-01,1,0,1
West Price Hill,Other race,2020-02-01,0,1,1
West Price Hill,Other race,2020-03-01,1,2,3
West Price Hill,Other race,2020-06-01,0,1,1
West Price Hill,Other race,2020-10-01,1,1,2
West Price Hill,Other race,2020-11-01,1,0,1
West Price Hill,Other race,2021-01-01,1,0,1
West Price Hill,Other race,2021-02-01,0,1,1
West Price Hill,Other race,2021-03-01,1,1,2
West Price Hill,Other race,2021-05-01,0,1,1
West Price Hill,Other race,2021-06-01,0,1,1
West Price Hill,Other race,2021-08-01,1,1,2
West Price Hill,Other race,2021-09-01,1,0,1
West Price Hill,Other race,2021-10-01,1,0,1
West Price Hill,Other race,2022-04-01,0,2,2
West Price Hill,Other race,2022-05-01,0,2,2
West Price Hill,Other race,2022-06-01,1,1,2
West Price Hill,Other race,2022-08-01,1,0,1
West Price Hill,Other race,2022-09-01,2,2,4
West Price Hill,Other race,2022-10-01,1,1,2
West Price Hill,Other race,2022-11-01,0,1,1
West Price Hill,Other race,2023-02-01,2,0,2
West Price Hill,Other race,2023-04-01,2,0,2
West Price Hill,Other race,2023-07-01,0,1,1
West Price Hill,Other race,2023-09-01,2,0,2
West Price Hill,Other race,2023-12-01,1,0,1
West Price Hill,Other race,2024-02-01,1,0,1
West Price Hill,Other race,2024-06-01,1,0,1
West Price Hill,NA,2019-12-01,0,1,1
West Price Hill,NA,2023-09-01,0,1,1
Westwood,Black,2019-01-01,0,1,1
Westwood,Black,2019-02-01,3,1,4
Westwood,Black,2019-03-01,0,4,4
Westwood,Black,2019-04-01,4,7,11
Westwood,Black,2019-05-01,6,10,16
Westwood,Black,2019-06-01,0,2,2
Westwood,Black,2019-07-01,2,5,7
Westwood,Black,2019-08-01,4,6,10
Westwood,Black,2019-09-01,1,4,5
Westwood,Black,2019-10-01,8,6,14
Westwood,Black,2019-11-01,3,6,9
Westwood,Black,2019-12-01,3,1,4
Westwood,Black,2020-01-01,1,2,3
Westwood,Black,2020-02-01,0,3,3
Westwood,Black,2020-03-01,0,4,4
Westwood,Black,2020-04-01,0,2,2
Westwood,Black,2020-05-01,2,5,7
Westwood,Black,2020-06-01,1,0,1
Westwood,Black,2020-07-01,2,1,3
Westwood,Black,2020-08-01,2,1,3
Westwood,Black,2020-09-01,0,2,2
Westwood,Black,2020-10-01,1,2,3
Westwood,Black,2020-11-01,1,4,5
Westwood,Black,2020-12-01,1,0,1
Westwood,Black,2021-01-01,1,2,3
Westwood,Black,2021-03-01,3,5,8
Westwood,Black,2021-04-01,0,4,4
Westwood,Black,2021-05-01,2,6,8
Westwood,Black,2021-06-01,1,2,3
Westwood,Black,2021-07-01,1,2,3
Westwood,Black,2021-08-01,4,12,16
Westwood,Black,2021-09-01,2,4,6
Westwood,Black,2021-10-01,1,4,5
Westwood,Black,2021-11-01,7,5,12
Westwood,Black,2021-12-01,2,3,5
Westwood,Black,2022-01-01,0,1,1
Westwood,Black,2022-02-01,0,1,1
Westwood,Black,2022-03-01,3,1,4
Westwood,Black,2022-04-01,1,3,4
Westwood,Black,2022-05-01,4,5,9
Westwood,Black,2022-06-01,3,1,4
Westwood,Black,2022-07-01,2,5,7
Westwood,Black,2022-08-01,2,3,5
Westwood,Black,2022-09-01,3,5,8
Westwood,Black,2022-10-01,3,2,5
Westwood,Black,2022-11-01,1,7,8
Westwood,Black,2022-12-01,2,1,3
Westwood,Black,2023-01-01,0,2,2
Westwood,Black,2023-02-01,1,1,2
Westwood,Black,2023-03-01,1,1,2
Westwood,Black,2023-04-01,4,3,7
Westwood,Black,2023-05-01,1,3,4
Westwood,Black,2023-06-01,1,1,2
Westwood,Black,2023-07-01,1,0,1
Westwood,Black,2023-08-01,2,0,2
Westwood,Black,2023-09-01,1,4,5
Westwood,Black,2023-10-01,2,2,4
Westwood,Black,2023-11-01,2,4,6
Westwood,Black,2023-12-01,1,2,3
Westwood,Black,2024-01-01,1,3,4
Westwood,Black,2024-02-01,2,1,3
Westwood,Black,2024-03-01,2,1,3
Westwood,Black,2024-04-01,1,3,4
Westwood,Black,2024-05-01,0,1,1
Westwood,Black,2024-06-01,2,0,2
Westwood,Other race,2019-03-01,0,1,1
Westwood,Other race,2019-05-01,0,1,1
Westwood,Other race,2019-06-01,0,2,2
Westwood,Other race,2019-07-01,0,1,1
Westwood,Other race,2019-09-01,2,0,2
Westwood,Other race,2019-11-01,0,4,4
Westwood,Other race,2019-12-01,0,1,1
Westwood,Other race,2020-01-01,0,1,1
Westwood,Other race,2020-02-01,1,0,1
Westwood,Other race,2020-03-01,0,1,1
Westwood,Other race,2020-08-01,0,2,2
Westwood,Other race,2021-04-01,0,1,1
Westwood,Other race,2021-06-01,0,1,1
Westwood,Other race,2021-07-01,2,0,2
Westwood,Other race,2021-08-01,1,0,1
Westwood,Other race,2021-10-01,0,1,1
Westwood,Other race,2021-11-01,0,1,1
Westwood,Other race,2021-12-01,1,0,1
Westwood,Other race,2022-02-01,1,0,1
Westwood,Other race,2022-03-01,1,1,2
Westwood,Other race,2022-04-01,1,0,1
Westwood,Other race,2022-05-01,0,1,1
Westwood,Other race,2022-07-01,1,0,1
Westwood,Other race,2022-08-01,1,2,3
Westwood,Other race,2022-10-01,0,1,1
Westwood,Other race,2023-01-01,0,1,1
Westwood,Other race,2023-02-01,1,1,2
Westwood,Other race,2023-04-01,2,0,2
Westwood,Other race,2023-06-01,0,1,1
Westwood,Other race,2023-07-01,1,1,2
Westwood,Other race,2023-10-01,0,2,2
Westwood,Other race,2023-12-01,1,2,3
Westwood,Other race,2024-02-01,1,1,2
Westwood,Other race,2024-03-01,1,0,1
Westwood,Other race,2024-04-01,0,1,1
Westwood,Other race,2024-06-01,0,1,1
Westwood,NA,2022-10-01,1,0,1
Whitewater Township,Other race,2019-02-01,1,0,1
Whitewater Township,Other race,2019-03-01,1,0,1
Whitewater Township,Other race,2019-05-01,1,0,1
Whitewater Township,Other race,2019-09-01,0,1,1
Whitewater Township,Other race,2019-11-01,0,1,1
Whitewater Township,Other race,2019-12-01,0,1,1
Whitewater Township,Other race,2021-02-01,0,1,1
Whitewater Township,Other race,2021-05-01,1,0,1
Whitewater Township,Other race,2023-04-01,0,1,1
Winton Hills,Black,2019-01-01,1,5,6
Winton Hills,Black,2019-02-01,2,2,4
Winton Hills,Black,2019-03-01,3,3,6
Winton Hills,Black,2019-04-01,2,5,7
Winton Hills,Black,2019-05-01,6,7,13
Winton Hills,Black,2019-06-01,0,1,1
Winton Hills,Black,2019-07-01,2,1,3
Winton Hills,Black,2019-08-01,3,1,4
Winton Hills,Black,2019-09-01,1,2,3
Winton Hills,Black,2019-10-01,1,2,3
Winton Hills,Black,2019-11-01,3,6,9
Winton Hills,Black,2019-12-01,1,4,5
Winton Hills,Black,2020-01-01,2,4,6
Winton Hills,Black,2020-02-01,1,2,3
Winton Hills,Black,2020-03-01,1,1,2
Winton Hills,Black,2020-04-01,0,1,1
Winton Hills,Black,2020-05-01,0,2,2
Winton Hills,Black,2020-06-01,0,1,1
Winton Hills,Black,2020-07-01,2,2,4
Winton Hills,Black,2020-08-01,0,2,2
Winton Hills,Black,2020-09-01,0,5,5
Winton Hills,Black,2020-11-01,1,3,4
Winton Hills,Black,2020-12-01,1,0,1
Winton Hills,Black,2021-01-01,1,1,2
Winton Hills,Black,2021-03-01,3,1,4
Winton Hills,Black,2021-04-01,1,0,1
Winton Hills,Black,2021-05-01,1,0,1
Winton Hills,Black,2021-06-01,0,1,1
Winton Hills,Black,2021-07-01,1,2,3
Winton Hills,Black,2021-08-01,0,3,3
Winton Hills,Black,2021-09-01,1,0,1
Winton Hills,Black,2021-10-01,1,3,4
Winton Hills,Black,2021-11-01,0,2,2
Winton Hills,Black,2021-12-01,2,2,4
Winton Hills,Black,2022-01-01,0,1,1
Winton Hills,Black,2022-02-01,2,0,2
Winton Hills,Black,2022-04-01,2,0,2
Winton Hills,Black,2022-05-01,0,1,1
Winton Hills,Black,2022-06-01,0,2,2
Winton Hills,Black,2022-07-01,2,1,3
Winton Hills,Black,2022-09-01,1,3,4
Winton Hills,Black,2022-10-01,0,3,3
Winton Hills,Black,2022-11-01,0,3,3
Winton Hills,Black,2023-01-01,1,4,5
Winton Hills,Black,2023-02-01,1,2,3
Winton Hills,Black,2023-03-01,2,0,2
Winton Hills,Black,2023-04-01,0,2,2
Winton Hills,Black,2023-05-01,0,1,1
Winton Hills,Black,2023-06-01,0,1,1
Winton Hills,Black,2023-08-01,0,1,1
Winton Hills,Black,2023-09-01,1,1,2
Winton Hills,Black,2023-10-01,3,4,7
Winton Hills,Black,2023-11-01,0,2,2
Winton Hills,Black,2023-12-01,1,0,1
Winton Hills,Black,2024-01-01,1,0,1
Winton Hills,Black,2024-02-01,0,1,1
Winton Hills,Black,2024-03-01,2,1,3
Winton Hills,Black,2024-04-01,1,1,2
Winton Hills,Black,2024-05-01,1,0,1
Winton Hills,Black,2024-06-01,0,1,1
Winton Hills,Black,2024-07-01,1,0,1
Winton Hills,Other race,2019-01-01,1,0,1
Winton Hills,Other race,2019-11-01,0,1,1
Winton Hills,Other race,2020-02-01,1,1,2
Winton Hills,Other race,2020-08-01,0,1,1
Winton Hills,Other race,2021-01-01,0,1,1
Winton Hills,Other race,2021-04-01,0,1,1
Winton Hills,Other race,2021-05-01,0,2,2
Winton Hills,Other race,2021-06-01,1,0,1
Winton Hills,Other race,2021-09-01,1,0,1
Winton Hills,Other race,2021-11-01,1,0,1
Winton Hills,Other race,2022-03-01,1,0,1
Winton Hills,Other race,2022-06-01,0,1,1
Winton Hills,Other race,2022-08-01,1,0,1
Winton Hills,Other race,2023-08-01,1,0,1
Winton Hills,Other race,2023-10-01,1,0,1
Winton Hills,Other race,2023-11-01,0,1,1
Winton Hills,Other race,2023-12-01,1,0,1
Winton Hills,Other race,2024-01-01,1,0,1
Winton Hills,Other race,2024-02-01,0,1,1
Winton Hills,Other race,2024-04-01,0,1,1
Winton Hills,Other race,2024-05-01,0,1,1
Woodlawn,Black,2019-01-01,1,0,1
Woodlawn,Black,2019-02-01,0,1,1
Woodlawn,Black,2019-05-01,0,1,1
Woodlawn,Black,2019-10-01,0,1,1
Woodlawn,Black,2019-11-01,1,0,1
Woodlawn,Black,2020-09-01,1,0,1
Woodlawn,Black,2021-01-01,1,0,1
Woodlawn,Black,2021-04-01,1,1,2
Woodlawn,Black,2021-06-01,0,1,1
Woodlawn,Black,2021-10-01,0,1,1
Woodlawn,Black,2021-11-01,1,0,1
Woodlawn,Black,2021-12-01,2,0,2
Woodlawn,Black,2022-02-01,1,0,1
Woodlawn,Black,2022-03-01,0,1,1
Woodlawn,Black,2022-08-01,1,0,1
Woodlawn,Black,2023-02-01,1,0,1
Woodlawn,Black,2023-12-01,0,1,1
Woodlawn,Black,2024-03-01,0,2,2
Woodlawn,Black,2024-06-01,1,0,1
Woodlawn,Other race,2021-05-01,0,1,1
Woodlawn,Other race,2021-11-01,1,0,1
Woodlawn,Other race,2022-07-01,1,0,1
Woodlawn,Other race,2023-07-01,0,1,1
Woodlawn,Other race,2023-08-01,0,1,1
Woodlawn,Other race,2023-12-01,0,1,1
Wyoming,Black,2019-11-01,0,1,1
Wyoming,Black,2021-01-01,1,0,1
Wyoming,Black,2021-10-01,1,0,1
Wyoming,Black,2021-11-01,1,0,1
Wyoming,Black,2022-03-01,0,1,1
Wyoming,Black,2022-10-01,1,0,1
Wyoming,Black,2023-05-01,0,1,1
Wyoming,Other race,2019-03-01,0,1,1
Wyoming,Other race,2019-04-01,1,0,1
Wyoming,Other race,2019-06-01,0,1,1
Wyoming,Other race,2019-09-01,1,0,1
Wyoming,Other race,2019-10-01,0,1,1
Wyoming,Other race,2020-03-01,2,0,2
Wyoming,Other race,2020-09-01,0,1,1
Wyoming,Other race,2021-10-01,1,0,1
Wyoming,Other race,2021-11-01,0,1,1
Wyoming,Other race,2022-03-01,1,0,1
Wyoming,Other race,2022-05-01,0,2,2
Wyoming,Other race,2022-08-01,1,0,1
Wyoming,Other race,2022-09-01,1,0,1
Wyoming,Other race,2022-10-01,0,1,1
Wyoming,Other race,2022-11-01,0,1,1
Wyoming,Other race,2023-02-01,0,1,1
Wyoming,Other race,2023-04-01,2,1,3
Wyoming,Other race,2023-09-01,1,0,1
Wyoming,Other race,2023-11-01,1,0,1
Wyoming,Other race,2024-02-01,1,0,1
Wyoming,Other race,2024-06-01,0,2,2
NA,Black,2019-11-01,1,0,1
NA,Black,2021-07-01,1,0,1
NA,Black,2024-02-01,0,1,1
NA,Black,2024-03-01,1,2,3
NA,Black,2024-04-01,1,0,1
NA,Black,2024-07-01,1,0,1
NA,Other race,2019-01-01,1,0,1
NA,Other race,2021-12-01,1,0,1
NA,Other race,2024-06-01,0,1,1
